0 0 25.4747
0.01 0 25.274
0.02 0 24.3128
0.03 0 23.5329
0.04 0 23.0036
0.05 0 22.6928
0.06 0 22.54
0.07 0 22.4961
0.08 0 22.5398
0.09 0 22.6921
0.1 0 23.0028
0.11 0 23.5309
0.12 0 24.3272
0.13 0 25.2913
0.14 0 25.4663

0 0.00333333 44.8647
0.01 0.00333333 49.4879
0.02 0.00333333 43.3114
0.03 0.00333333 39.0698
0.04 0.00333333 36.7581
0.05 0.00333333 35.8769
0.06 0.00333333 35.6678
0.07 0.00333333 35.6502
0.08 0.00333333 35.6664
0.09 0.00333333 35.8706
0.1 0.00333333 36.7397
0.11 0.00333333 39.0291
0.12 0.00333333 43.2476
0.13 0.00333333 49.4672
0.14 0.00333333 44.8769

0 0.00666667 41.7333
0.01 0.00666667 44.83
0.02 0.00666667 39.5345
0.03 0.00666667 36.9671
0.04 0.00666667 36.5806
0.05 0.00666667 37.3495
0.06 0.00666667 38.2824
0.07 0.00666667 38.6653
0.08 0.00666667 38.2892
0.09 0.00666667 37.3583
0.1 0.00666667 36.5813
0.11 0.00666667 36.9489
0.12 0.00666667 39.4866
0.13 0.00666667 44.8105
0.14 0.00666667 41.724

0 0.01 38.0441
0.01 0.01 40.3486
0.02 0.01 36.9624
0.03 0.01 36.7283
0.04 0.01 38.6091
0.05 0.01 41.1343
0.06 0.01 43.1036
0.07 0.01 43.8272
0.08 0.01 43.1198
0.09 0.01 41.1605
0.1 0.01 38.6329
0.11 0.01 36.7355
0.12 0.01 36.9396
0.13 0.01 40.3347
0.14 0.01 38.0216

0 0.0133333 35.3731
0.01 0.0133333 37.7673
0.02 0.0133333 36.4927
0.03 0.0133333 38.5281
0.04 0.0133333 42.3598
0.05 0.0133333 46.0499
0.06 0.0133333 48.4609
0.07 0.0133333 49.2524
0.08 0.0133333 48.4817
0.09 0.0133333 46.0888
0.1 0.0133333 42.4032
0.11 0.0133333 38.5595
0.12 0.0133333 36.4948
0.13 0.0133333 37.7668
0.14 0.0133333 35.3515

0 0.0166667 33.7129
0.01 0.0166667 36.6914
0.02 0.0166667 37.1884
0.03 0.0166667 41.0049
0.04 0.0166667 46.0203
0.05 0.0166667 50.0324
0.06 0.0166667 51.7371
0.07 0.0166667 51.8623
0.08 0.0166667 51.7329
0.09 0.0166667 50.0544
0.1 0.0166667 46.0731
0.11 0.0166667 41.0525
0.12 0.0166667 37.2103
0.13 0.0166667 36.704
0.14 0.0166667 33.7011

0 0.02 32.8343
0.01 0.02 36.3716
0.02 0.02 38.0767
0.03 0.02 42.9564
0.04 0.02 48.4825
0.05 0.02 51.855
0.06 0.02 51.1953
0.07 0.02 49.1243
0.08 0.02 51.2005
0.09 0.02 51.8644
0.1 0.02 48.5194
0.11 0.02 43.0117
0.12 0.02 38.1105
0.13 0.02 36.3937
0.14 0.02 32.833

0 0.0233333 32.6266
0.01 0.0233333 36.3739
0.02 0.0233333 38.4885
0.03 0.0233333 43.716
0.04 0.0233333 49.3492
0.05 0.0233333 52.1529
0.06 0.0233333 49.5647
0.07 0.0233333 42.337
0.08 0.0233333 49.5435
0.09 0.0233333 52.1607
0.1 0.0233333 49.3816
0.11 0.0233333 43.7736
0.12 0.0233333 38.5262
0.13 0.0233333 36.3994
0.14 0.0233333 32.6278

0 0.0266667 33.8232
0.01 0.0266667 37.2112
0.02 0.0266667 38.8569
0.03 0.0266667 43.6012
0.04 0.0266667 49.022
0.05 0.0266667 52.3001
0.06 0.0266667 51.5312
0.07 0.0266667 49.3907
0.08 0.0266667 51.5393
0.09 0.0266667 52.3047
0.1 0.0266667 49.0543
0.11 0.0266667 43.6573
0.12 0.0266667 38.8904
0.13 0.0266667 37.2335
0.14 0.0266667 33.8116

0 0.03 39.9997
0.01 0.03 40.2183
0.02 0.03 40.3388
0.03 0.03 40.8221
0.04 0.03 41.5744
0.05 0.03 42.2025
0.06 0.03 42.3444
0.07 0.03 42.2438
0.08 0.03 42.3476
0.09 0.03 42.2128
0.1 0.03 41.5916
0.11 0.03 40.8424
0.12 0.03 40.3405
0.13 0.03 40.2591
0.14 0.03 40.0001

0 0.0333333 40.0002
0.01 0.0333333 40.5304
0.02 0.0333333 40.3879
0.03 0.0333333 40.5609
0.04 0.0333333 40.9851
0.05 0.0333333 41.4131
0.06 0.0333333 41.7158
0.07 0.0333333 41.8474
0.08 0.0333333 41.722
0.09 0.0333333 41.4271
0.1 0.0333333 41.0028
0.11 0.0333333 40.5762
0.12 0.0333333 40.3873
0.13 0.0333333 40.5468
0.14 0.0333333 40

0 0.0366667 40.0003
0.01 0.0366667 40.7411
0.02 0.0366667 40.4239
0.03 0.0366667 40.4052
0.04 0.0366667 40.5674
0.05 0.0366667 40.8358
0.06 0.0366667 41.0174
0.07 0.0366667 41.1121
0.08 0.0366667 41.0256
0.09 0.0366667 40.8527
0.1 0.0366667 40.5807
0.11 0.0366667 40.4051
0.12 0.0366667 40.4172
0.13 0.0366667 40.7622
0.14 0.0366667 39.9999

0 0.04 40.0006
0.01 0.04 41.2097
0.02 0.04 40.6589
0.03 0.04 40.4265
0.04 0.04 40.3964
0.05 0.04 40.4461
0.06 0.04 40.5073
0.07 0.04 40.5257
0.08 0.04 40.5117
0.09 0.04 40.4494
0.1 0.04 40.3959
0.11 0.04 40.4164
0.12 0.04 40.6416
0.13 0.04 41.2277
0.14 0.04 40.0004

0 0.0433333 40.0009
0.01 0.0433333 40.0007
0.02 0.0433333 40.0003
0.03 0.0433333 40.0003
0.04 0.0433333 40.0004
0.05 0.0433333 40
0.06 0.0433333 40.0003
0.07 0.0433333 40.0003
0.08 0.0433333 40.0002
0.09 0.0433333 40.0001
0.1 0.0433333 39.9999
0.11 0.0433333 40.0002
0.12 0.0433333 40.0005
0.13 0.0433333 40.0007
0.14 0.0433333 40.0003

0 0.0466667 28.3505
0.01 0.0466667 27.8438
0.02 0.0466667 26.5186
0.03 0.0466667 25.4353
0.04 0.0466667 24.697
0.05 0.0466667 24.2696
0.06 0.0466667 24.0545
0.07 0.0466667 23.9888
0.08 0.0466667 24.0531
0.09 0.0466667 24.267
0.1 0.0466667 24.6926
0.11 0.0466667 25.4296
0.12 0.0466667 26.5282
0.13 0.0466667 27.8502
0.14 0.0466667 28.3442

